model	constr	group	gap	island	effect
baseline	eval_cleft	148	-1	-1	2.21875
baseline	eval_cleft	148	-1	1	2.15625
baseline	eval_cleft	148	1	-1	-4.09375
baseline	eval_cleft	148	1	1	-1.4375
baseline	eval_cleft	149	-1	-1	2.21875
baseline	eval_cleft	149	-1	1	2.15625
baseline	eval_cleft	149	1	-1	-4.21875
baseline	eval_cleft	149	1	1	-1.1875
baseline	eval_cleft	150	-1	-1	-0.125
baseline	eval_cleft	150	-1	1	2.5
baseline	eval_cleft	150	1	-1	-0.1875
baseline	eval_cleft	150	1	1	-0.75
baseline	eval_cleft	151	-1	-1	-0.125
baseline	eval_cleft	151	-1	1	2.5
baseline	eval_cleft	151	1	-1	-4.09375
baseline	eval_cleft	151	1	1	-1.4375
baseline	eval_cleft	152	-1	-1	-0.125
baseline	eval_cleft	152	-1	1	2.5
baseline	eval_cleft	152	1	-1	-4.21875
baseline	eval_cleft	152	1	1	-1.1875
baseline	eval_cleft	153	-1	-1	0.28125
baseline	eval_cleft	153	-1	1	-1.625
baseline	eval_cleft	153	1	-1	-0.59375
baseline	eval_cleft	153	1	1	-0.125
baseline	eval_cleft	154	-1	-1	0.28125
baseline	eval_cleft	154	-1	1	-1.625
baseline	eval_cleft	154	1	-1	-0.9375
baseline	eval_cleft	154	1	1	-0.4375
baseline	eval_cleft	155	-1	-1	0.28125
baseline	eval_cleft	155	-1	1	-1.625
baseline	eval_cleft	155	1	-1	-2.03125
baseline	eval_cleft	155	1	1	-0.125
baseline	eval_cleft	156	-1	-1	3.875
baseline	eval_cleft	156	-1	1	2.375
baseline	eval_cleft	156	1	-1	-0.59375
baseline	eval_cleft	156	1	1	-0.125
baseline	eval_cleft	157	-1	-1	3.875
baseline	eval_cleft	157	-1	1	2.375
baseline	eval_cleft	157	1	-1	-0.9375
baseline	eval_cleft	157	1	1	-0.4375
baseline	eval_cleft	158	-1	-1	3.875
baseline	eval_cleft	158	-1	1	2.375
baseline	eval_cleft	158	1	-1	-2.03125
baseline	eval_cleft	158	1	1	-0.125
baseline	eval_cleft	159	-1	-1	2.34375
baseline	eval_cleft	159	-1	1	3.6875
baseline	eval_cleft	159	1	-1	-0.59375
baseline	eval_cleft	159	1	1	-0.125
baseline	eval_cleft	160	-1	-1	2.34375
baseline	eval_cleft	160	-1	1	3.6875
baseline	eval_cleft	160	1	-1	-0.9375
baseline	eval_cleft	160	1	1	-0.4375
baseline	eval_cleft	161	-1	-1	2.34375
baseline	eval_cleft	161	-1	1	3.6875
baseline	eval_cleft	161	1	-1	-2.03125
baseline	eval_cleft	161	1	1	-0.125
baseline	eval_cleft	162	-1	-1	5.3046875
baseline	eval_cleft	162	-1	1	1.19140625
baseline	eval_cleft	162	1	-1	-4.65625
baseline	eval_cleft	162	1	1	-1.125
baseline	eval_cleft	163	-1	-1	5.3046875
baseline	eval_cleft	163	-1	1	1.19140625
baseline	eval_cleft	163	1	-1	-5.15625
baseline	eval_cleft	163	1	1	-2.25
baseline	eval_cleft	164	-1	-1	5.3046875
baseline	eval_cleft	164	-1	1	1.19140625
baseline	eval_cleft	164	1	-1	-4.84375
baseline	eval_cleft	164	1	1	-2.5
baseline	eval_cleft	165	-1	-1	2.0
baseline	eval_cleft	165	-1	1	-1.1875
baseline	eval_cleft	165	1	-1	-4.65625
baseline	eval_cleft	165	1	1	-1.125
baseline	eval_cleft	166	-1	-1	2.0
baseline	eval_cleft	166	-1	1	-1.1875
baseline	eval_cleft	166	1	-1	-5.15625
baseline	eval_cleft	166	1	1	-2.25
baseline	eval_cleft	167	-1	-1	2.0
baseline	eval_cleft	167	-1	1	-1.1875
baseline	eval_cleft	167	1	-1	-4.84375
baseline	eval_cleft	167	1	1	-2.5
baseline	eval_cleft	168	-1	-1	4.5625
baseline	eval_cleft	168	-1	1	-0.8125
baseline	eval_cleft	168	1	-1	-4.65625
baseline	eval_cleft	168	1	1	-1.125
baseline	eval_cleft	169	-1	-1	4.5625
baseline	eval_cleft	169	-1	1	-0.8125
baseline	eval_cleft	169	1	-1	-5.15625
baseline	eval_cleft	169	1	1	-2.25
baseline	eval_cleft	170	-1	-1	4.5625
baseline	eval_cleft	170	-1	1	-0.8125
baseline	eval_cleft	170	1	-1	-4.84375
baseline	eval_cleft	170	1	1	-2.5
baseline	eval_cleft	171	-1	-1	1.3046875
baseline	eval_cleft	171	-1	1	0.30078125
baseline	eval_cleft	171	1	-1	-3.3125
baseline	eval_cleft	171	1	1	-1.25
baseline	eval_cleft	172	-1	-1	1.3046875
baseline	eval_cleft	172	-1	1	0.30078125
baseline	eval_cleft	172	1	-1	-2.6875
baseline	eval_cleft	172	1	1	-1.625
baseline	eval_cleft	173	-1	-1	1.3046875
baseline	eval_cleft	173	-1	1	0.30078125
baseline	eval_cleft	173	1	-1	-4.375
baseline	eval_cleft	173	1	1	-2.0
baseline	eval_cleft	174	-1	-1	-3.0625
baseline	eval_cleft	174	-1	1	-4.5625
baseline	eval_cleft	174	1	-1	-3.3125
baseline	eval_cleft	174	1	1	-1.25
baseline	eval_cleft	175	-1	-1	-3.0625
baseline	eval_cleft	175	-1	1	-4.5625
baseline	eval_cleft	175	1	-1	-2.6875
baseline	eval_cleft	175	1	1	-1.625
baseline	eval_cleft	176	-1	-1	-3.0625
baseline	eval_cleft	176	-1	1	-4.5625
baseline	eval_cleft	176	1	-1	-4.375
baseline	eval_cleft	176	1	1	-2.0
baseline	eval_cleft	177	-1	-1	-0.5625
baseline	eval_cleft	177	-1	1	-1.75
baseline	eval_cleft	177	1	-1	-3.3125
baseline	eval_cleft	177	1	1	-1.25
baseline	eval_cleft	178	-1	-1	-0.5625
baseline	eval_cleft	178	-1	1	-1.75
baseline	eval_cleft	178	1	-1	-2.6875
baseline	eval_cleft	178	1	1	-1.625
baseline	eval_cleft	179	-1	-1	-0.5625
baseline	eval_cleft	179	-1	1	-1.75
baseline	eval_cleft	179	1	-1	-4.375
baseline	eval_cleft	179	1	1	-2.0
baseline	eval_cleft	180	-1	-1	3.625
baseline	eval_cleft	180	-1	1	1.11328125
baseline	eval_cleft	180	1	-1	-0.9375
baseline	eval_cleft	180	1	1	-0.5625
baseline	eval_cleft	181	-1	-1	3.625
baseline	eval_cleft	181	-1	1	1.11328125
baseline	eval_cleft	181	1	-1	0.1875
baseline	eval_cleft	181	1	1	-1.6875
baseline	eval_cleft	182	-1	-1	3.625
baseline	eval_cleft	182	-1	1	1.11328125
baseline	eval_cleft	182	1	-1	-1.625
baseline	eval_cleft	182	1	1	-1.9375
baseline	eval_cleft	183	-1	-1	-0.25
baseline	eval_cleft	183	-1	1	-2.0625
baseline	eval_cleft	183	1	-1	-0.9375
baseline	eval_cleft	183	1	1	-0.5625
baseline	eval_cleft	184	-1	-1	-0.25
baseline	eval_cleft	184	-1	1	-2.0625
baseline	eval_cleft	184	1	-1	0.1875
baseline	eval_cleft	184	1	1	-1.6875
baseline	eval_cleft	185	-1	-1	-0.25
baseline	eval_cleft	185	-1	1	-2.0625
baseline	eval_cleft	185	1	-1	-1.625
baseline	eval_cleft	185	1	1	-1.9375
baseline	eval_cleft	186	-1	-1	1.625
baseline	eval_cleft	186	-1	1	-0.90625
baseline	eval_cleft	186	1	-1	-0.9375
baseline	eval_cleft	186	1	1	-0.5625
baseline	eval_cleft	187	-1	-1	1.625
baseline	eval_cleft	187	-1	1	-0.90625
baseline	eval_cleft	187	1	-1	0.1875
baseline	eval_cleft	187	1	1	-1.6875
baseline	eval_cleft	188	-1	-1	1.625
baseline	eval_cleft	188	-1	1	-0.90625
baseline	eval_cleft	188	1	-1	-1.625
baseline	eval_cleft	188	1	1	-1.9375
baseline	eval_cleft	189	-1	-1	4.5234375
baseline	eval_cleft	189	-1	1	1.0859375
baseline	eval_cleft	189	1	-1	-3.25
baseline	eval_cleft	189	1	1	-0.875
baseline	eval_cleft	190	-1	-1	4.5234375
baseline	eval_cleft	190	-1	1	1.0859375
baseline	eval_cleft	190	1	-1	-4.0625
baseline	eval_cleft	190	1	1	-1.6875
baseline	eval_cleft	191	-1	-1	4.5234375
baseline	eval_cleft	191	-1	1	1.0859375
baseline	eval_cleft	191	1	-1	-4.0
baseline	eval_cleft	191	1	1	-1.0
baseline	eval_cleft	192	-1	-1	4.34375
baseline	eval_cleft	192	-1	1	0.625
baseline	eval_cleft	192	1	-1	-3.25
baseline	eval_cleft	192	1	1	-0.875
baseline	eval_cleft	193	-1	-1	4.34375
baseline	eval_cleft	193	-1	1	0.625
baseline	eval_cleft	193	1	-1	-4.0625
baseline	eval_cleft	193	1	1	-1.6875
baseline	eval_cleft	194	-1	-1	4.34375
baseline	eval_cleft	194	-1	1	0.625
baseline	eval_cleft	194	1	-1	-4.0
baseline	eval_cleft	194	1	1	-1.0
baseline	eval_cleft	195	-1	-1	5.15625
baseline	eval_cleft	195	-1	1	0.96875
baseline	eval_cleft	195	1	-1	-3.25
baseline	eval_cleft	195	1	1	-0.875
baseline	eval_cleft	196	-1	-1	5.15625
baseline	eval_cleft	196	-1	1	0.96875
baseline	eval_cleft	196	1	-1	-4.0625
baseline	eval_cleft	196	1	1	-1.6875
baseline	eval_cleft	197	-1	-1	5.15625
baseline	eval_cleft	197	-1	1	0.96875
baseline	eval_cleft	197	1	-1	-4.0
baseline	eval_cleft	197	1	1	-1.0
baseline	eval_cleft	198	-1	-1	2.65625
baseline	eval_cleft	198	-1	1	1.34375
baseline	eval_cleft	198	1	-1	-2.78125
baseline	eval_cleft	198	1	1	-0.6875
baseline	eval_cleft	199	-1	-1	2.65625
baseline	eval_cleft	199	-1	1	1.34375
baseline	eval_cleft	199	1	-1	-3.21875
baseline	eval_cleft	199	1	1	-1.5
baseline	eval_cleft	200	-1	-1	2.65625
baseline	eval_cleft	200	-1	1	1.34375
baseline	eval_cleft	200	1	-1	-5.71875
baseline	eval_cleft	200	1	1	-1.4375
baseline	eval_cleft	201	-1	-1	0.5
baseline	eval_cleft	201	-1	1	-0.0625
baseline	eval_cleft	201	1	-1	-2.78125
baseline	eval_cleft	201	1	1	-0.6875
baseline	eval_cleft	202	-1	-1	0.5
baseline	eval_cleft	202	-1	1	-0.0625
baseline	eval_cleft	202	1	-1	-3.21875
baseline	eval_cleft	202	1	1	-1.5
baseline	eval_cleft	203	-1	-1	0.5
baseline	eval_cleft	203	-1	1	-0.0625
baseline	eval_cleft	203	1	-1	-5.71875
baseline	eval_cleft	203	1	1	-1.4375
baseline	eval_cleft	204	-1	-1	1.6875
baseline	eval_cleft	204	-1	1	1.96875
baseline	eval_cleft	204	1	-1	-2.78125
baseline	eval_cleft	204	1	1	-0.6875
baseline	eval_cleft	205	-1	-1	1.6875
baseline	eval_cleft	205	-1	1	1.96875
baseline	eval_cleft	205	1	-1	-3.21875
baseline	eval_cleft	205	1	1	-1.5
baseline	eval_cleft	206	-1	-1	1.6875
baseline	eval_cleft	206	-1	1	1.96875
baseline	eval_cleft	206	1	-1	-5.71875
baseline	eval_cleft	206	1	1	-1.4375
baseline	eval_cleft	207	-1	-1	4.71875
baseline	eval_cleft	207	-1	1	0.734375
baseline	eval_cleft	207	1	-1	-0.625
baseline	eval_cleft	207	1	1	-0.8125
baseline	eval_cleft	208	-1	-1	4.71875
baseline	eval_cleft	208	-1	1	0.734375
baseline	eval_cleft	208	1	-1	-0.125
baseline	eval_cleft	208	1	1	-1.3125
baseline	eval_cleft	209	-1	-1	4.71875
baseline	eval_cleft	209	-1	1	0.734375
baseline	eval_cleft	209	1	-1	-2.0
baseline	eval_cleft	209	1	1	-0.9375
baseline	eval_cleft	210	-1	-1	2.375
baseline	eval_cleft	210	-1	1	-0.78125
baseline	eval_cleft	210	1	-1	-0.625
baseline	eval_cleft	210	1	1	-0.8125
baseline	eval_cleft	211	-1	-1	2.375
baseline	eval_cleft	211	-1	1	-0.78125
baseline	eval_cleft	211	1	-1	-0.125
baseline	eval_cleft	211	1	1	-1.3125
baseline	eval_cleft	212	-1	-1	2.375
baseline	eval_cleft	212	-1	1	-0.78125
baseline	eval_cleft	212	1	-1	-2.0
baseline	eval_cleft	212	1	1	-0.9375
baseline	eval_cleft	213	-1	-1	2.71875
baseline	eval_cleft	213	-1	1	0.8125
baseline	eval_cleft	213	1	-1	-0.625
baseline	eval_cleft	213	1	1	-0.8125
baseline	eval_cleft	214	-1	-1	2.71875
baseline	eval_cleft	214	-1	1	0.8125
baseline	eval_cleft	214	1	-1	-0.125
baseline	eval_cleft	214	1	1	-1.3125
baseline	eval_cleft	215	-1	-1	2.71875
baseline	eval_cleft	215	-1	1	0.8125
baseline	eval_cleft	215	1	-1	-2.0
baseline	eval_cleft	215	1	1	-0.9375
baseline	eval_cleft	216	-1	-1	5.8359375
baseline	eval_cleft	216	-1	1	1.1796875
baseline	eval_cleft	216	1	-1	-4.84375
baseline	eval_cleft	216	1	1	-1.4375
baseline	eval_cleft	217	-1	-1	5.8359375
baseline	eval_cleft	217	-1	1	1.1796875
baseline	eval_cleft	217	1	-1	-5.84375
baseline	eval_cleft	217	1	1	-2.5625
baseline	eval_cleft	218	-1	-1	5.8359375
baseline	eval_cleft	218	-1	1	1.1796875
baseline	eval_cleft	218	1	-1	-5.40625
baseline	eval_cleft	218	1	1	-3.0625
baseline	eval_cleft	219	-1	-1	1.5
baseline	eval_cleft	219	-1	1	-1.75
baseline	eval_cleft	219	1	-1	-4.84375
baseline	eval_cleft	219	1	1	-1.4375
baseline	eval_cleft	220	-1	-1	1.5
baseline	eval_cleft	220	-1	1	-1.75
baseline	eval_cleft	220	1	-1	-5.84375
baseline	eval_cleft	220	1	1	-2.5625
baseline	eval_cleft	221	-1	-1	1.5
baseline	eval_cleft	221	-1	1	-1.75
baseline	eval_cleft	221	1	-1	-5.40625
baseline	eval_cleft	221	1	1	-3.0625
baseline	eval_cleft	222	-1	-1	4.5
baseline	eval_cleft	222	-1	1	-1.28125
baseline	eval_cleft	222	1	-1	-4.84375
baseline	eval_cleft	222	1	1	-1.4375
baseline	eval_cleft	223	-1	-1	4.5
baseline	eval_cleft	223	-1	1	-1.28125
baseline	eval_cleft	223	1	-1	-5.84375
baseline	eval_cleft	223	1	1	-2.5625
baseline	eval_cleft	224	-1	-1	4.5
baseline	eval_cleft	224	-1	1	-1.28125
baseline	eval_cleft	224	1	-1	-5.40625
baseline	eval_cleft	224	1	1	-3.0625
baseline	eval_cleft	225	-1	-1	0.9609375
baseline	eval_cleft	225	-1	1	0.1015625
baseline	eval_cleft	225	1	-1	-3.25
baseline	eval_cleft	225	1	1	-1.4375
baseline	eval_cleft	226	-1	-1	0.9609375
baseline	eval_cleft	226	-1	1	0.1015625
baseline	eval_cleft	226	1	-1	-2.5625
baseline	eval_cleft	226	1	1	-1.9375
baseline	eval_cleft	227	-1	-1	0.9609375
baseline	eval_cleft	227	-1	1	0.1015625
baseline	eval_cleft	227	1	-1	-4.625
baseline	eval_cleft	227	1	1	-2.5625
baseline	eval_cleft	228	-1	-1	-3.5
baseline	eval_cleft	228	-1	1	-5.1875
baseline	eval_cleft	228	1	-1	-3.25
baseline	eval_cleft	228	1	1	-1.4375
baseline	eval_cleft	229	-1	-1	-3.5
baseline	eval_cleft	229	-1	1	-5.1875
baseline	eval_cleft	229	1	-1	-2.5625
baseline	eval_cleft	229	1	1	-1.9375
baseline	eval_cleft	230	-1	-1	-3.5
baseline	eval_cleft	230	-1	1	-5.1875
baseline	eval_cleft	230	1	-1	-4.625
baseline	eval_cleft	230	1	1	-2.5625
baseline	eval_cleft	231	-1	-1	-0.71875
baseline	eval_cleft	231	-1	1	-2.71875
baseline	eval_cleft	231	1	-1	-3.25
baseline	eval_cleft	231	1	1	-1.4375
baseline	eval_cleft	232	-1	-1	-0.71875
baseline	eval_cleft	232	-1	1	-2.71875
baseline	eval_cleft	232	1	-1	-2.5625
baseline	eval_cleft	232	1	1	-1.9375
baseline	eval_cleft	233	-1	-1	-0.71875
baseline	eval_cleft	233	-1	1	-2.71875
baseline	eval_cleft	233	1	-1	-4.625
baseline	eval_cleft	233	1	1	-2.5625
baseline	eval_cleft	234	-1	-1	3.359375
baseline	eval_cleft	234	-1	1	1.0859375
baseline	eval_cleft	234	1	-1	-1.0
baseline	eval_cleft	234	1	1	-0.6875
baseline	eval_cleft	235	-1	-1	3.359375
baseline	eval_cleft	235	-1	1	1.0859375
baseline	eval_cleft	235	1	-1	0.1875
baseline	eval_cleft	235	1	1	-1.875
baseline	eval_cleft	236	-1	-1	3.359375
baseline	eval_cleft	236	-1	1	1.0859375
baseline	eval_cleft	236	1	-1	-1.75
baseline	eval_cleft	236	1	1	-2.4375
baseline	eval_cleft	237	-1	-1	-0.8125
baseline	eval_cleft	237	-1	1	-2.09375
baseline	eval_cleft	237	1	-1	-1.0
baseline	eval_cleft	237	1	1	-0.6875
baseline	eval_cleft	238	-1	-1	-0.8125
baseline	eval_cleft	238	-1	1	-2.09375
baseline	eval_cleft	238	1	-1	0.1875
baseline	eval_cleft	238	1	1	-1.875
baseline	eval_cleft	239	-1	-1	-0.8125
baseline	eval_cleft	239	-1	1	-2.09375
baseline	eval_cleft	239	1	-1	-1.75
baseline	eval_cleft	239	1	1	-2.4375
baseline	eval_cleft	240	-1	-1	1.3125
baseline	eval_cleft	240	-1	1	-1.40625
baseline	eval_cleft	240	1	-1	-1.0
baseline	eval_cleft	240	1	1	-0.6875
baseline	eval_cleft	241	-1	-1	1.3125
baseline	eval_cleft	241	-1	1	-1.40625
baseline	eval_cleft	241	1	-1	0.1875
baseline	eval_cleft	241	1	1	-1.875
baseline	eval_cleft	242	-1	-1	1.3125
baseline	eval_cleft	242	-1	1	-1.40625
baseline	eval_cleft	242	1	-1	-1.75
baseline	eval_cleft	242	1	1	-2.4375
baseline	eval_cleft	243	-1	-1	4.7890625
baseline	eval_cleft	243	-1	1	1.1484375
baseline	eval_cleft	243	1	-1	-3.25
baseline	eval_cleft	243	1	1	-1.1875
baseline	eval_cleft	244	-1	-1	4.7890625
baseline	eval_cleft	244	-1	1	1.1484375
baseline	eval_cleft	244	1	-1	-4.25
baseline	eval_cleft	244	1	1	-1.8125
baseline	eval_cleft	245	-1	-1	4.7890625
baseline	eval_cleft	245	-1	1	1.1484375
baseline	eval_cleft	245	1	-1	-4.0
baseline	eval_cleft	245	1	1	-1.125
baseline	eval_cleft	246	-1	-1	4.15625
baseline	eval_cleft	246	-1	1	0.5
baseline	eval_cleft	246	1	-1	-3.25
baseline	eval_cleft	246	1	1	-1.1875
baseline	eval_cleft	247	-1	-1	4.15625
baseline	eval_cleft	247	-1	1	0.5
baseline	eval_cleft	247	1	-1	-4.25
baseline	eval_cleft	247	1	1	-1.8125
baseline	eval_cleft	248	-1	-1	4.15625
baseline	eval_cleft	248	-1	1	0.5
baseline	eval_cleft	248	1	-1	-4.0
baseline	eval_cleft	248	1	1	-1.125
baseline	eval_cleft	249	-1	-1	4.96875
baseline	eval_cleft	249	-1	1	0.40625
baseline	eval_cleft	249	1	-1	-3.25
baseline	eval_cleft	249	1	1	-1.1875
baseline	eval_cleft	250	-1	-1	4.96875
baseline	eval_cleft	250	-1	1	0.40625
baseline	eval_cleft	250	1	-1	-4.25
baseline	eval_cleft	250	1	1	-1.8125
baseline	eval_cleft	251	-1	-1	4.96875
baseline	eval_cleft	251	-1	1	0.40625
baseline	eval_cleft	251	1	-1	-4.0
baseline	eval_cleft	251	1	1	-1.125
baseline	eval_cleft	252	-1	-1	2.6015625
baseline	eval_cleft	252	-1	1	1.2421875
baseline	eval_cleft	252	1	-1	-2.96875
baseline	eval_cleft	252	1	1	-1.0625
baseline	eval_cleft	253	-1	-1	2.6015625
baseline	eval_cleft	253	-1	1	1.2421875
baseline	eval_cleft	253	1	-1	-3.46875
baseline	eval_cleft	253	1	1	-1.75
baseline	eval_cleft	254	-1	-1	2.6015625
baseline	eval_cleft	254	-1	1	1.2421875
baseline	eval_cleft	254	1	-1	-5.84375
baseline	eval_cleft	254	1	1	-1.5625
baseline	eval_cleft	255	-1	-1	0.0
baseline	eval_cleft	255	-1	1	-0.8125
baseline	eval_cleft	255	1	-1	-2.96875
baseline	eval_cleft	255	1	1	-1.0625
baseline	eval_cleft	256	-1	-1	0.0
baseline	eval_cleft	256	-1	1	-0.8125
baseline	eval_cleft	256	1	-1	-3.46875
baseline	eval_cleft	256	1	1	-1.75
baseline	eval_cleft	257	-1	-1	0.0
baseline	eval_cleft	257	-1	1	-0.8125
baseline	eval_cleft	257	1	-1	-5.84375
baseline	eval_cleft	257	1	1	-1.5625
baseline	eval_cleft	258	-1	-1	1.375
baseline	eval_cleft	258	-1	1	1.375
baseline	eval_cleft	258	1	-1	-2.96875
baseline	eval_cleft	258	1	1	-1.0625
baseline	eval_cleft	259	-1	-1	1.375
baseline	eval_cleft	259	-1	1	1.375
baseline	eval_cleft	259	1	-1	-3.46875
baseline	eval_cleft	259	1	1	-1.75
baseline	eval_cleft	260	-1	-1	1.375
baseline	eval_cleft	260	-1	1	1.375
baseline	eval_cleft	260	1	-1	-5.84375
baseline	eval_cleft	260	1	1	-1.5625
baseline	eval_cleft	261	-1	-1	4.515625
baseline	eval_cleft	261	-1	1	0.796875
baseline	eval_cleft	261	1	-1	-0.6875
baseline	eval_cleft	261	1	1	-1.0625
baseline	eval_cleft	262	-1	-1	4.515625
baseline	eval_cleft	262	-1	1	0.796875
baseline	eval_cleft	262	1	-1	-0.0625
baseline	eval_cleft	262	1	1	-1.375
baseline	eval_cleft	263	-1	-1	4.515625
baseline	eval_cleft	263	-1	1	0.796875
baseline	eval_cleft	263	1	-1	-2.0
baseline	eval_cleft	263	1	1	-1.0
baseline	eval_cleft	264	-1	-1	2.375
baseline	eval_cleft	264	-1	1	-0.65625
baseline	eval_cleft	264	1	-1	-0.6875
baseline	eval_cleft	264	1	1	-1.0625
baseline	eval_cleft	265	-1	-1	2.375
baseline	eval_cleft	265	-1	1	-0.65625
baseline	eval_cleft	265	1	-1	-0.0625
baseline	eval_cleft	265	1	1	-1.375
baseline	eval_cleft	266	-1	-1	2.375
baseline	eval_cleft	266	-1	1	-0.65625
baseline	eval_cleft	266	1	-1	-2.0
baseline	eval_cleft	266	1	1	-1.0
baseline	eval_cleft	267	-1	-1	2.71875
baseline	eval_cleft	267	-1	1	0.65625
baseline	eval_cleft	267	1	-1	-0.6875
baseline	eval_cleft	267	1	1	-1.0625
baseline	eval_cleft	268	-1	-1	2.71875
baseline	eval_cleft	268	-1	1	0.65625
baseline	eval_cleft	268	1	-1	-0.0625
baseline	eval_cleft	268	1	1	-1.375
baseline	eval_cleft	269	-1	-1	2.71875
baseline	eval_cleft	269	-1	1	0.65625
baseline	eval_cleft	269	1	-1	-2.0
baseline	eval_cleft	269	1	1	-1.0
baseline	eval_cleft	270	-1	-1	3.8359375
baseline	eval_cleft	270	-1	1	0.96875
baseline	eval_cleft	270	1	-1	-2.84375
baseline	eval_cleft	270	1	1	-0.25
baseline	eval_cleft	271	-1	-1	3.8359375
baseline	eval_cleft	271	-1	1	0.96875
baseline	eval_cleft	271	1	-1	-4.96875
baseline	eval_cleft	271	1	1	-0.625
baseline	eval_cleft	272	-1	-1	3.8359375
baseline	eval_cleft	272	-1	1	0.96875
baseline	eval_cleft	272	1	-1	-4.34375
baseline	eval_cleft	272	1	1	-0.5
baseline	eval_cleft	273	-1	-1	3.28125
baseline	eval_cleft	273	-1	1	0.40625
baseline	eval_cleft	273	1	-1	-2.84375
baseline	eval_cleft	273	1	1	-0.25
baseline	eval_cleft	274	-1	-1	3.28125
baseline	eval_cleft	274	-1	1	0.40625
baseline	eval_cleft	274	1	-1	-4.96875
baseline	eval_cleft	274	1	1	-0.625
baseline	eval_cleft	275	-1	-1	3.28125
baseline	eval_cleft	275	-1	1	0.40625
baseline	eval_cleft	275	1	-1	-4.34375
baseline	eval_cleft	275	1	1	-0.5
baseline	eval_cleft	276	-1	-1	5.03125
baseline	eval_cleft	276	-1	1	1.09375
baseline	eval_cleft	276	1	-1	-2.84375
baseline	eval_cleft	276	1	1	-0.25
baseline	eval_cleft	277	-1	-1	5.03125
baseline	eval_cleft	277	-1	1	1.09375
baseline	eval_cleft	277	1	-1	-4.96875
baseline	eval_cleft	277	1	1	-0.625
baseline	eval_cleft	278	-1	-1	5.03125
baseline	eval_cleft	278	-1	1	1.09375
baseline	eval_cleft	278	1	-1	-4.34375
baseline	eval_cleft	278	1	1	-0.5
baseline	eval_cleft	279	-1	-1	2.5859375
baseline	eval_cleft	279	-1	1	0.8828125
baseline	eval_cleft	279	1	-1	-2.25
baseline	eval_cleft	279	1	1	-0.25
baseline	eval_cleft	280	-1	-1	2.5859375
baseline	eval_cleft	280	-1	1	0.8828125
baseline	eval_cleft	280	1	-1	-3.4375
baseline	eval_cleft	280	1	1	-0.4375
baseline	eval_cleft	281	-1	-1	2.5859375
baseline	eval_cleft	281	-1	1	0.8828125
baseline	eval_cleft	281	1	-1	-4.8125
baseline	eval_cleft	281	1	1	-0.375
baseline	eval_cleft	282	-1	-1	-0.34375
baseline	eval_cleft	282	-1	1	-0.5625
baseline	eval_cleft	282	1	-1	-2.25
baseline	eval_cleft	282	1	1	-0.25
baseline	eval_cleft	283	-1	-1	-0.34375
baseline	eval_cleft	283	-1	1	-0.5625
baseline	eval_cleft	283	1	-1	-3.4375
baseline	eval_cleft	283	1	1	-0.4375
baseline	eval_cleft	284	-1	-1	-0.34375
baseline	eval_cleft	284	-1	1	-0.5625
baseline	eval_cleft	284	1	-1	-4.8125
baseline	eval_cleft	284	1	1	-0.375
baseline	eval_cleft	285	-1	-1	0.78125
baseline	eval_cleft	285	-1	1	1.25
baseline	eval_cleft	285	1	-1	-2.25
baseline	eval_cleft	285	1	1	-0.25
baseline	eval_cleft	286	-1	-1	0.78125
baseline	eval_cleft	286	-1	1	1.25
baseline	eval_cleft	286	1	-1	-3.4375
baseline	eval_cleft	286	1	1	-0.4375
baseline	eval_cleft	287	-1	-1	0.78125
baseline	eval_cleft	287	-1	1	1.25
baseline	eval_cleft	287	1	-1	-4.8125
baseline	eval_cleft	287	1	1	-0.375
baseline	eval_cleft	288	-1	-1	2.859375
baseline	eval_cleft	288	-1	1	1.5390625
baseline	eval_cleft	288	1	-1	-0.1875
baseline	eval_cleft	288	1	1	-0.3125
baseline	eval_cleft	289	-1	-1	2.859375
baseline	eval_cleft	289	-1	1	1.5390625
baseline	eval_cleft	289	1	-1	-0.25
baseline	eval_cleft	289	1	1	-1.3125
baseline	eval_cleft	290	-1	-1	2.859375
baseline	eval_cleft	290	-1	1	1.5390625
baseline	eval_cleft	290	1	-1	-1.4375
baseline	eval_cleft	290	1	1	-1.3125
baseline	eval_cleft	291	-1	-1	0.5625
baseline	eval_cleft	291	-1	1	-0.96875
baseline	eval_cleft	291	1	-1	-0.1875
baseline	eval_cleft	291	1	1	-0.3125
baseline	eval_cleft	292	-1	-1	0.5625
baseline	eval_cleft	292	-1	1	-0.96875
baseline	eval_cleft	292	1	-1	-0.25
baseline	eval_cleft	292	1	1	-1.3125
baseline	eval_cleft	293	-1	-1	0.5625
baseline	eval_cleft	293	-1	1	-0.96875
baseline	eval_cleft	293	1	-1	-1.4375
baseline	eval_cleft	293	1	1	-1.3125
baseline	eval_cleft	294	-1	-1	3.125
baseline	eval_cleft	294	-1	1	0.65625
baseline	eval_cleft	294	1	-1	-0.1875
baseline	eval_cleft	294	1	1	-0.3125
baseline	eval_cleft	295	-1	-1	3.125
baseline	eval_cleft	295	-1	1	0.65625
baseline	eval_cleft	295	1	-1	-0.25
baseline	eval_cleft	295	1	1	-1.3125
baseline	eval_cleft	296	-1	-1	3.125
baseline	eval_cleft	296	-1	1	0.65625
baseline	eval_cleft	296	1	-1	-1.4375
baseline	eval_cleft	296	1	1	-1.3125
baseline	eval_cleft	297	-1	-1	4.1484375
